method,success,s,type,seed
HTP',1,41,gaussian,12142
IHT,0,45,flat,13244
HTP,0,45,flat,13244
HTP',0,45,flat,13244
IHT,0,44,gaussian,13058
HTP,1,44,gaussian,13058
HTP',1,44,gaussian,13058
IHT,0,39,linear,11604
HTP,1,39,linear,11604
HTP',1,39,linear,11604
IHT,0,40,flat,11779
HTP,1,40,flat,11779
HTP',1,40,flat,11779
IHT,0,38,gaussian,11237
HTP,1,38,gaussian,11237
HTP',1,38,gaussian,11237
IHT,0,45,linear,13413
HTP,1,45,linear,13413
HTP',1,45,linear,13413
IHT,0,46,flat,13598
HTP,0,46,flat,13598
HTP',0,46,flat,13598
IHT,0,42,flat,12326
HTP,0,42,flat,12326
HTP',1,42,flat,12326
IHT,0,43,linear,12874
HTP,1,43,linear,12874
HTP',1,43,linear,12874
IHT,0,43,flat,12699
HTP,0,43,flat,12699
HTP',0,43,flat,12699
IHT,0,42,linear,12511
HTP,1,42,linear,12511
HTP',1,42,linear,12511
IHT,0,39,flat,11421
HTP,0,39,flat,11421
HTP',1,39,flat,11421
IHT,0,46,flat,13599
HTP,0,46,flat,13599
HTP',0,46,flat,13599
IHT,0,45,linear,13414
HTP,1,45,linear,13414
HTP',0,45,linear,13414
IHT,0,39,linear,11605
HTP,1,39,linear,11605
HTP',1,39,linear,11605
IHT,0,45,flat,13245
HTP,0,45,flat,13245
HTP',0,45,flat,13245
IHT,0,44,gaussian,13059
HTP,1,44,gaussian,13059
HTP',1,44,gaussian,13059
IHT,0,41,gaussian,12143
HTP,1,41,gaussian,12143
HTP',1,41,gaussian,12143
IHT,0,42,flat,12327
HTP,1,42,flat,12327
HTP',0,42,flat,12327
IHT,0,40,flat,11780
HTP,1,40,flat,11780
HTP',1,40,flat,11780
IHT,0,38,gaussian,11238
HTP,1,38,gaussian,11238
HTP',1,38,gaussian,11238
IHT,0,39,flat,11422
HTP,0,39,flat,11422
HTP',0,39,flat,11422
IHT,0,43,linear,12875
HTP,1,43,linear,12875
HTP',1,43,linear,12875
IHT,0,45,flat,13246
HTP,0,45,flat,13246
HTP',0,45,flat,13246
IHT,0,42,linear,12512
HTP,1,42,linear,12512
HTP',1,42,linear,12512
IHT,0,44,gaussian,13060
HTP,1,44,gaussian,13060
HTP',0,44,gaussian,13060
IHT,0,43,gaussian,12700
HTP,1,43,gaussian,12700
HTP',1,43,gaussian,12700
IHT,0,39,linear,11606
HTP,1,39,linear,11606
HTP',1,39,linear,11606
IHT,0,46,gaussian,13600
HTP,1,46,gaussian,13600
HTP',1,46,gaussian,13600
IHT,0,45,linear,13415
HTP,1,45,linear,13415
HTP',1,45,linear,13415
IHT,0,43,gaussian,12701
HTP,1,43,gaussian,12701
HTP',1,43,gaussian,12701
IHT,0,42,flat,12328
HTP,0,42,flat,12328
HTP',1,42,flat,12328
IHT,0,41,gaussian,12144
HTP,1,41,gaussian,12144
HTP',1,41,gaussian,12144
IHT,0,39,flat,11423
HTP,1,39,flat,11423
HTP',0,39,flat,11423
IHT,0,40,flat,11781
HTP,1,40,flat,11781
HTP',1,40,flat,11781
IHT,0,38,gaussian,11239
HTP,1,38,gaussian,11239
HTP',1,38,gaussian,11239
IHT,0,39,linear,11607
HTP,1,39,linear,11607
HTP',1,39,linear,11607
IHT,0,42,linear,12513
HTP,1,42,linear,12513
HTP',1,42,linear,12513
IHT,0,44,gaussian,13061
HTP,1,44,gaussian,13061
HTP',1,44,gaussian,13061
IHT,0,43,linear,12876
HTP,1,43,linear,12876
HTP',1,43,linear,12876
IHT,0,42,flat,12329
HTP,1,42,flat,12329
HTP',0,42,flat,12329
IHT,0,45,linear,13416
HTP,1,45,linear,13416
HTP',1,45,linear,13416
IHT,0,39,flat,11424
HTP,1,39,flat,11424
HTP',0,39,flat,11424
IHT,0,41,gaussian,12145
HTP,1,41,gaussian,12145
HTP',1,41,gaussian,12145
IHT,0,46,gaussian,13601
HTP,1,46,gaussian,13601
HTP',1,46,gaussian,13601
IHT,0,43,gaussian,12702
HTP,1,43,gaussian,12702
HTP',1,43,gaussian,12702
IHT,0,40,flat,11782
HTP,1,40,flat,11782
HTP',1,40,flat,11782
IHT,0,42,flat,12330
HTP,1,42,flat,12330
HTP',0,42,flat,12330
IHT,0,44,gaussian,13062
HTP,1,44,gaussian,13062
HTP',1,44,gaussian,13062
IHT,0,39,linear,11608
HTP,1,39,linear,11608
HTP',1,39,linear,11608
IHT,0,42,linear,12514
HTP,1,42,linear,12514
HTP',1,42,linear,12514
IHT,0,38,gaussian,11240
HTP,1,38,gaussian,11240
HTP',1,38,gaussian,11240
IHT,0,43,linear,12877
HTP,1,43,linear,12877
HTP',1,43,linear,12877
IHT,0,44,gaussian,13063
HTP,1,44,gaussian,13063
HTP',0,44,gaussian,13063
IHT,0,39,flat,11425
HTP,1,39,flat,11425
HTP',1,39,flat,11425
IHT,0,41,gaussian,12146
HTP,1,41,gaussian,12146
HTP',1,41,gaussian,12146
IHT,0,45,linear,13417
HTP,1,45,linear,13417
HTP',1,45,linear,13417
IHT,0,42,flat,12331
HTP,0,42,flat,12331
HTP',0,42,flat,12331
IHT,0,43,gaussian,12703
HTP,1,43,gaussian,12703
HTP',1,43,gaussian,12703
IHT,0,40,flat,11783
HTP,0,40,flat,11783
HTP',1,40,flat,11783
IHT,0,46,gaussian,13602
HTP,1,46,gaussian,13602
HTP',1,46,gaussian,13602
IHT,0,39,linear,11609
HTP,1,39,linear,11609
HTP',1,39,linear,11609
IHT,0,42,linear,12515
HTP,1,42,linear,12515
HTP',1,42,linear,12515
IHT,0,45,flat,13247
HTP,0,45,flat,13247
HTP',0,45,flat,13247
IHT,0,44,gaussian,13064
HTP,1,44,gaussian,13064
HTP',0,44,gaussian,13064
IHT,0,38,gaussian,11241
HTP,1,38,gaussian,11241
HTP',1,38,gaussian,11241
IHT,0,39,flat,11426
HTP,1,39,flat,11426
HTP',0,39,flat,11426
IHT,0,43,linear,12878
HTP,1,43,linear,12878
HTP',1,43,linear,12878
IHT,0,41,gaussian,12147
HTP,1,41,gaussian,12147
HTP',1,41,gaussian,12147
IHT,0,43,gaussian,12704
HTP,1,43,gaussian,12704
HTP',0,43,gaussian,12704
IHT,0,45,linear,13418
HTP,1,45,linear,13418
HTP',1,45,linear,13418
IHT,0,46,gaussian,13603
HTP,1,46,gaussian,13603
HTP',1,46,gaussian,13603
IHT,0,42,flat,12332
HTP,1,42,flat,12332
HTP',1,42,flat,12332
IHT,0,44,gaussian,13065
HTP,1,44,gaussian,13065
HTP',1,44,gaussian,13065
IHT,0,39,linear,11610
HTP,1,39,linear,11610
HTP',1,39,linear,11610
IHT,0,42,linear,12516
HTP,1,42,linear,12516
HTP',1,42,linear,12516
IHT,0,45,flat,13248
HTP,0,45,flat,13248
HTP',0,45,flat,13248
IHT,0,40,flat,11784
HTP,1,40,flat,11784
HTP',1,40,flat,11784
IHT,0,46,gaussian,13604
HTP,1,46,gaussian,13604
HTP',0,46,gaussian,13604
IHT,0,38,gaussian,11242
HTP,1,38,gaussian,11242
HTP',1,38,gaussian,11242
IHT,0,39,flat,11427
HTP,1,39,flat,11427
HTP',1,39,flat,11427
IHT,0,43,linear,12879
HTP,1,43,linear,12879
HTP',1,43,linear,12879
IHT,0,41,gaussian,12148
HTP,1,41,gaussian,12148
HTP',1,41,gaussian,12148
IHT,0,43,gaussian,12705
HTP,1,43,gaussian,12705
HTP',1,43,gaussian,12705
IHT,0,42,flat,12333
HTP,0,42,flat,12333
HTP',0,42,flat,12333
IHT,0,45,linear,13419
HTP,1,45,linear,13419
HTP',1,45,linear,13419
IHT,0,39,linear,11611
HTP,1,39,linear,11611
HTP',1,39,linear,11611
IHT,0,44,gaussian,13066
HTP,1,44,gaussian,13066
HTP',1,44,gaussian,13066
IHT,0,42,linear,12517
HTP,1,42,linear,12517
HTP',1,42,linear,12517
IHT,0,45,flat,13249
HTP,0,45,flat,13249
HTP',0,45,flat,13249
IHT,0,40,flat,11785
HTP,0,40,flat,11785
HTP',0,40,flat,11785
IHT,0,42,flat,12334
HTP,1,42,flat,12334
HTP',0,42,flat,12334
IHT,0,14,flat,3931
HTP,1,14,flat,3931
HTP',1,14,flat,3931
IHT,0,45,linear,13420
HTP,1,45,linear,13420
HTP',1,45,linear,13420
IHT,0,46,gaussian,13605
HTP,1,46,gaussian,13605
HTP',1,46,gaussian,13605
IHT,0,43,gaussian,12706
HTP,1,43,gaussian,12706
HTP',1,43,gaussian,12706
IHT,0,39,linear,11612
HTP,1,39,linear,11612
HTP',1,39,linear,11612
IHT,0,45,flat,13250
HTP,0,45,flat,13250
HTP',1,45,flat,13250
IHT,0,38,gaussian,11243
HTP,1,38,gaussian,11243
HTP',1,38,gaussian,11243
IHT,0,41,gaussian,12149
HTP,1,41,gaussian,12149
HTP',1,41,gaussian,12149
IHT,0,39,flat,11428
HTP,1,39,flat,11428
HTP',1,39,flat,11428
IHT,0,43,linear,12880
HTP,1,43,linear,12880
HTP',1,43,linear,12880
IHT,0,42,flat,12335
HTP,1,42,flat,12335
HTP',0,42,flat,12335
IHT,1,14,flat,3932
HTP,1,14,flat,3932
HTP',1,14,flat,3932
IHT,0,42,linear,12518
HTP,1,42,linear,12518
HTP',1,42,linear,12518
IHT,0,44,gaussian,13067
HTP,1,44,gaussian,13067
HTP',1,44,gaussian,13067
IHT,0,46,gaussian,13606
HTP,1,46,gaussian,13606
HTP',0,46,gaussian,13606
IHT,0,45,flat,13251
HTP,0,45,flat,13251
HTP',0,45,flat,13251
IHT,0,40,flat,11786
HTP,0,40,flat,11786
HTP',1,40,flat,11786
IHT,0,45,linear,13421
HTP,1,45,linear,13421
HTP',1,45,linear,13421
IHT,0,14,flat,3933
HTP,1,14,flat,3933
HTP',1,14,flat,3933
IHT,0,39,linear,11613
HTP,1,39,linear,11613
HTP',1,39,linear,11613
IHT,0,39,flat,11429
HTP,1,39,flat,11429
HTP',0,39,flat,11429
IHT,0,44,gaussian,13068
HTP,1,44,gaussian,13068
HTP',0,44,gaussian,13068
IHT,0,43,gaussian,12707
HTP,1,43,gaussian,12707
HTP',1,43,gaussian,12707
IHT,0,42,linear,12519
HTP,1,42,linear,12519
HTP',1,42,linear,12519
IHT,0,41,gaussian,12150
HTP,1,41,gaussian,12150
HTP',1,41,gaussian,12150
IHT,0,38,gaussian,11244
HTP,1,38,gaussian,11244
HTP',1,38,gaussian,11244
IHT,0,43,linear,12881
HTP,1,43,linear,12881
HTP',1,43,linear,12881
IHT,0,46,gaussian,13607
HTP,1,46,gaussian,13607
HTP',0,46,gaussian,13607
IHT,1,14,flat,3934
HTP,1,14,flat,3934
HTP',1,14,flat,3934
IHT,1,14,flat,3935
HTP,1,14,flat,3935
HTP',1,14,flat,3935
IHT,0,42,flat,12336
HTP,1,42,flat,12336
HTP',1,42,flat,12336
IHT,0,39,flat,11430
HTP,0,39,flat,11430
HTP',0,39,flat,11430
IHT,0,39,linear,11614
HTP,1,39,linear,11614
HTP',1,39,linear,11614
IHT,0,41,gaussian,12151
HTP,1,41,gaussian,12151
HTP',1,41,gaussian,12151
IHT,0,45,linear,13422
HTP,1,45,linear,13422
HTP',1,45,linear,13422
IHT,0,44,gaussian,13069
HTP,1,44,gaussian,13069
HTP',1,44,gaussian,13069
IHT,0,45,flat,13252
HTP,0,45,flat,13252
HTP',1,45,flat,13252
IHT,1,14,flat,3936
HTP,1,14,flat,3936
HTP',1,14,flat,3936
IHT,0,40,flat,11787
HTP,1,40,flat,11787
HTP',1,40,flat,11787
IHT,1,14,flat,3937
HTP,1,14,flat,3937
HTP',1,14,flat,3937
IHT,0,42,linear,12520
HTP,1,42,linear,12520
HTP',1,42,linear,12520
IHT,0,38,gaussian,11245
HTP,1,38,gaussian,11245
HTP',1,38,gaussian,11245
IHT,0,43,gaussian,12708
HTP,1,43,gaussian,12708
HTP',1,43,gaussian,12708
IHT,0,39,flat,11431
HTP,1,39,flat,11431
HTP',0,39,flat,11431
IHT,0,42,flat,12337
HTP,1,42,flat,12337
HTP',0,42,flat,12337
IHT,0,46,gaussian,13608
HTP,1,46,gaussian,13608
HTP',1,46,gaussian,13608
IHT,0,43,linear,12882
HTP,1,43,linear,12882
HTP',1,43,linear,12882
IHT,0,45,flat,13253
HTP,1,45,flat,13253
HTP',1,45,flat,13253
IHT,1,14,flat,3938
HTP,1,14,flat,3938
HTP',1,14,flat,3938
IHT,0,39,linear,11615
HTP,1,39,linear,11615
HTP',1,39,linear,11615
IHT,0,41,gaussian,12152
HTP,1,41,gaussian,12152
HTP',1,41,gaussian,12152
IHT,0,40,flat,11788
HTP,1,40,flat,11788
HTP',1,40,flat,11788
IHT,0,44,gaussian,13070
HTP,1,44,gaussian,13070
HTP',1,44,gaussian,13070
IHT,0,45,linear,13423
HTP,1,45,linear,13423
HTP',1,45,linear,13423
IHT,0,43,gaussian,12709
HTP,1,43,gaussian,12709
HTP',1,43,gaussian,12709
IHT,1,14,flat,3939
HTP,1,14,flat,3939
HTP',1,14,flat,3939
IHT,0,45,flat,13254
HTP,0,45,flat,13254
HTP',0,45,flat,13254
IHT,0,42,linear,12521
HTP,1,42,linear,12521
HTP',1,42,linear,12521
IHT,1,14,flat,3940
HTP,1,14,flat,3940
HTP',1,14,flat,3940
IHT,0,38,gaussian,11246
HTP,1,38,gaussian,11246
HTP',1,38,gaussian,11246
IHT,0,39,flat,11432
HTP,1,39,flat,11432
HTP',1,39,flat,11432
IHT,0,43,linear,12883
HTP,1,43,linear,12883
HTP',1,43,linear,12883
IHT,0,42,flat,12338
HTP,1,42,flat,12338
HTP',1,42,flat,12338
IHT,0,46,gaussian,13609
HTP,1,46,gaussian,13609
HTP',1,46,gaussian,13609
IHT,1,14,flat,3941
HTP,1,14,flat,3941
HTP',1,14,flat,3941
IHT,0,39,linear,11616
HTP,1,39,linear,11616
HTP',1,39,linear,11616
IHT,0,43,gaussian,12710
HTP,1,43,gaussian,12710
HTP',0,43,gaussian,12710
IHT,0,41,gaussian,12153
HTP,1,41,gaussian,12153
HTP',1,41,gaussian,12153
IHT,0,40,flat,11789
HTP,0,40,flat,11789
HTP',1,40,flat,11789
IHT,0,45,flat,13255
HTP,0,45,flat,13255
HTP',0,45,flat,13255
IHT,1,14,flat,3942
HTP,1,14,flat,3942
HTP',1,14,flat,3942
IHT,0,45,linear,13424
HTP,1,45,linear,13424
HTP',1,45,linear,13424
IHT,0,44,gaussian,13071
HTP,1,44,gaussian,13071
HTP',1,44,gaussian,13071
IHT,0,39,flat,11433
HTP,1,39,flat,11433
HTP',1,39,flat,11433
IHT,0,42,flat,12339
HTP,0,42,flat,12339
HTP',0,42,flat,12339
IHT,0,42,linear,12522
HTP,1,42,linear,12522
HTP',1,42,linear,12522
IHT,0,38,gaussian,11247
HTP,1,38,gaussian,11247
HTP',1,38,gaussian,11247
IHT,0,39,linear,11617
HTP,1,39,linear,11617
HTP',1,39,linear,11617
IHT,0,43,linear,12884
HTP,1,43,linear,12884
HTP',1,43,linear,12884
IHT,0,46,gaussian,13610
HTP,1,46,gaussian,13610
HTP',1,46,gaussian,13610
IHT,0,40,flat,11790
HTP,1,40,flat,11790
HTP',1,40,flat,11790
IHT,0,42,flat,12340
HTP,0,42,flat,12340
HTP',0,42,flat,12340
IHT,0,45,linear,13425
HTP,1,45,linear,13425
HTP',1,45,linear,13425
IHT,0,44,gaussian,13072
HTP,1,44,gaussian,13072
HTP',1,44,gaussian,13072
IHT,0,41,gaussian,12154
HTP,1,41,gaussian,12154
HTP',1,41,gaussian,12154
IHT,0,43,gaussian,12711
HTP,1,43,gaussian,12711
HTP',1,43,gaussian,12711
IHT,0,39,flat,11434
HTP,0,39,flat,11434
HTP',1,39,flat,11434
IHT,0,42,linear,12523
HTP,1,42,linear,12523
HTP',1,42,linear,12523
IHT,0,39,linear,11618
HTP,1,39,linear,11618
HTP',1,39,linear,11618
IHT,0,38,gaussian,11248
HTP,1,38,gaussian,11248
HTP',1,38,gaussian,11248
IHT,0,42,flat,12341
HTP,0,42,flat,12341
HTP',0,42,flat,12341
IHT,0,45,flat,13256
HTP,1,45,flat,13256
HTP',1,45,flat,13256
IHT,0,43,linear,12885
HTP,1,43,linear,12885
HTP',1,43,linear,12885
IHT,0,40,flat,11791
HTP,1,40,flat,11791
HTP',1,40,flat,11791
IHT,0,46,gaussian,13611
HTP,1,46,gaussian,13611
HTP',1,46,gaussian,13611
IHT,0,45,linear,13426
HTP,1,45,linear,13426
HTP',1,45,linear,13426
IHT,0,42,flat,12342
HTP,0,42,flat,12342
HTP',0,42,flat,12342
IHT,0,39,linear,11619
HTP,1,39,linear,11619
HTP',1,39,linear,11619
IHT,0,44,gaussian,13073
HTP,1,44,gaussian,13073
HTP',1,44,gaussian,13073
IHT,0,41,gaussian,12155
HTP,1,41,gaussian,12155
HTP',1,41,gaussian,12155
IHT,0,42,linear,12524
HTP,1,42,linear,12524
HTP',1,42,linear,12524
IHT,0,40,flat,11792
HTP,1,40,flat,11792
HTP',1,40,flat,11792
IHT,0,45,flat,13257
HTP,1,45,flat,13257
HTP',1,45,flat,13257
IHT,0,43,gaussian,12712
HTP,1,43,gaussian,12712
HTP',1,43,gaussian,12712
IHT,0,43,linear,12886
HTP,1,43,linear,12886
HTP',1,43,linear,12886
IHT,0,38,gaussian,11249
HTP,1,38,gaussian,11249
HTP',1,38,gaussian,11249
IHT,0,42,flat,12343
HTP,0,42,flat,12343
HTP',0,42,flat,12343
IHT,0,44,gaussian,13074
HTP,1,44,gaussian,13074
HTP',1,44,gaussian,13074
IHT,0,45,linear,13427
HTP,1,45,linear,13427
HTP',1,45,linear,13427
IHT,0,46,gaussian,13612
HTP,1,46,gaussian,13612
HTP',1,46,gaussian,13612
IHT,0,42,linear,12525
HTP,1,42,linear,12525
HTP',1,42,linear,12525
IHT,0,39,linear,11620
HTP,1,39,linear,11620
HTP',1,39,linear,11620
IHT,0,38,gaussian,11250
HTP,1,38,gaussian,11250
HTP',1,38,gaussian,11250
IHT,0,40,flat,11793
HTP,1,40,flat,11793
HTP',1,40,flat,11793
IHT,0,41,gaussian,12156
HTP,1,41,gaussian,12156
HTP',1,41,gaussian,12156
IHT,0,14,flat,3943
HTP,1,14,flat,3943
HTP',1,14,flat,3943
IHT,0,43,linear,12887
HTP,1,43,linear,12887
HTP',1,43,linear,12887
IHT,0,44,gaussian,13075
HTP,1,44,gaussian,13075
HTP',1,44,gaussian,13075
IHT,0,45,flat,13258
HTP,1,45,flat,13258
HTP',1,45,flat,13258
IHT,1,14,flat,3944
HTP,1,14,flat,3944
HTP',1,14,flat,3944
IHT,0,43,gaussian,12713
HTP,1,43,gaussian,12713
HTP',1,43,gaussian,12713
IHT,0,42,flat,12344
HTP,0,42,flat,12344
HTP',1,42,flat,12344
IHT,0,40,flat,11794
HTP,0,40,flat,11794
HTP',0,40,flat,11794
IHT,0,39,flat,11435
HTP,0,39,flat,11435
HTP',1,39,flat,11435
IHT,0,39,linear,11621
HTP,1,39,linear,11621
HTP',1,39,linear,11621
IHT,0,45,linear,13428
HTP,1,45,linear,13428
HTP',1,45,linear,13428
IHT,0,42,linear,12526
HTP,1,42,linear,12526
HTP',1,42,linear,12526
IHT,0,38,gaussian,11251
HTP,1,38,gaussian,11251
HTP',1,38,gaussian,11251
IHT,0,46,gaussian,13613
HTP,1,46,gaussian,13613
HTP',1,46,gaussian,13613
IHT,0,41,gaussian,12157
HTP,1,41,gaussian,12157
HTP',1,41,gaussian,12157
IHT,0,42,flat,12345
HTP,0,42,flat,12345
HTP',0,42,flat,12345
IHT,0,43,linear,12888
HTP,1,43,linear,12888
HTP',1,43,linear,12888
IHT,0,45,flat,13259
HTP,1,45,flat,13259
HTP',1,45,flat,13259
IHT,0,44,gaussian,13076
HTP,1,44,gaussian,13076
HTP',1,44,gaussian,13076
IHT,0,39,flat,11436
HTP,1,39,flat,11436
HTP',1,39,flat,11436
IHT,0,43,gaussian,12714
HTP,1,43,gaussian,12714
HTP',1,43,gaussian,12714
IHT,0,40,flat,11795
HTP,0,40,flat,11795
HTP',1,40,flat,11795
IHT,0,38,gaussian,11252
HTP,1,38,gaussian,11252
HTP',1,38,gaussian,11252
IHT,0,39,linear,11622
HTP,1,39,linear,11622
HTP',1,39,linear,11622
IHT,0,42,flat,12346
HTP,0,42,flat,12346
HTP',0,42,flat,12346
IHT,0,45,flat,13260
HTP,0,45,flat,13260
HTP',0,45,flat,13260
IHT,0,42,linear,12527
HTP,1,42,linear,12527
HTP',1,42,linear,12527
IHT,0,43,linear,12889
HTP,1,43,linear,12889
HTP',1,43,linear,12889
IHT,0,46,gaussian,13614
HTP,1,46,gaussian,13614
HTP',1,46,gaussian,13614
IHT,0,41,gaussian,12158
HTP,1,41,gaussian,12158
HTP',1,41,gaussian,12158
IHT,0,39,flat,11437
HTP,1,39,flat,11437
HTP',1,39,flat,11437
IHT,0,44,gaussian,13077
HTP,1,44,gaussian,13077
HTP',1,44,gaussian,13077
IHT,0,42,flat,12347
HTP,0,42,flat,12347
HTP',0,42,flat,12347
IHT,0,45,flat,13261
HTP,0,45,flat,13261
HTP',0,45,flat,13261
IHT,0,43,gaussian,12715
HTP,1,43,gaussian,12715
HTP',1,43,gaussian,12715
IHT,0,39,linear,11623
HTP,1,39,linear,11623
HTP',1,39,linear,11623
IHT,0,42,linear,12528
HTP,1,42,linear,12528
HTP',0,42,linear,12528
IHT,0,38,gaussian,11253
HTP,1,38,gaussian,11253
HTP',1,38,gaussian,11253
IHT,0,43,linear,12890
HTP,1,43,linear,12890
HTP',1,43,linear,12890
IHT,0,45,flat,13262
HTP,0,45,flat,13262
HTP',1,45,flat,13262
IHT,0,46,gaussian,13615
HTP,1,46,gaussian,13615
HTP',1,46,gaussian,13615
IHT,0,39,flat,11438
HTP,1,39,flat,11438
HTP',1,39,flat,11438
IHT,0,41,gaussian,12159
HTP,1,41,gaussian,12159
HTP',1,41,gaussian,12159
IHT,0,39,linear,11624
HTP,1,39,linear,11624
HTP',1,39,linear,11624
IHT,0,44,gaussian,13078
HTP,1,44,gaussian,13078
HTP',1,44,gaussian,13078
IHT,0,38,gaussian,11254
HTP,1,38,gaussian,11254
HTP',1,38,gaussian,11254
IHT,0,43,gaussian,12716
HTP,1,43,gaussian,12716
HTP',1,43,gaussian,12716
IHT,0,42,linear,12529
HTP,1,42,linear,12529
HTP',1,42,linear,12529
IHT,0,46,gaussian,13616
HTP,1,46,gaussian,13616
HTP',1,46,gaussian,13616
IHT,0,43,linear,12891
HTP,1,43,linear,12891
HTP',1,43,linear,12891
IHT,0,44,gaussian,13079
HTP,1,44,gaussian,13079
HTP',1,44,gaussian,13079
IHT,0,45,flat,13263
HTP,0,45,flat,13263
HTP',0,45,flat,13263
IHT,0,39,flat,11439
HTP,0,39,flat,11439
HTP',1,39,flat,11439
IHT,0,43,gaussian,12717
HTP,1,43,gaussian,12717
HTP',0,43,gaussian,12717
IHT,0,39,linear,11625
HTP,1,39,linear,11625
HTP',1,39,linear,11625
IHT,0,38,gaussian,11255
HTP,1,38,gaussian,11255
HTP',1,38,gaussian,11255
IHT,0,41,gaussian,12160
HTP,1,41,gaussian,12160
HTP',1,41,gaussian,12160
IHT,0,44,gaussian,13080
HTP,1,44,gaussian,13080
HTP',1,44,gaussian,13080
IHT,0,42,linear,12530
HTP,1,42,linear,12530
HTP',1,42,linear,12530
IHT,0,45,flat,13264
HTP,1,45,flat,13264
HTP',0,45,flat,13264
IHT,0,43,gaussian,12718
HTP,1,43,gaussian,12718
HTP',1,43,gaussian,12718
IHT,0,43,linear,12892
HTP,1,43,linear,12892
HTP',1,43,linear,12892
IHT,0,40,flat,11796
HTP,0,40,flat,11796
HTP',1,40,flat,11796
IHT,0,39,flat,11440
HTP,1,39,flat,11440
HTP',1,39,flat,11440
IHT,0,39,linear,11626
HTP,1,39,linear,11626
HTP',1,39,linear,11626
IHT,0,41,gaussian,12161
HTP,1,41,gaussian,12161
HTP',1,41,gaussian,12161
IHT,0,46,gaussian,13617
HTP,1,46,gaussian,13617
HTP',1,46,gaussian,13617
IHT,0,42,flat,12348
HTP,0,42,flat,12348
HTP',0,42,flat,12348
IHT,0,43,gaussian,12719
HTP,1,43,gaussian,12719
HTP',1,43,gaussian,12719
IHT,0,38,gaussian,11256
HTP,1,38,gaussian,11256
HTP',1,38,gaussian,11256
IHT,0,44,gaussian,13081
HTP,1,44,gaussian,13081
HTP',1,44,gaussian,13081
IHT,0,45,flat,13265
HTP,0,45,flat,13265
HTP',0,45,flat,13265
IHT,0,42,linear,12531
HTP,1,42,linear,12531
HTP',1,42,linear,12531
IHT,0,43,linear,12893
HTP,1,43,linear,12893
HTP',1,43,linear,12893
IHT,0,45,linear,13429
HTP,1,45,linear,13429
HTP',0,45,linear,13429
IHT,0,46,gaussian,13618
HTP,1,46,gaussian,13618
HTP',0,46,gaussian,13618
IHT,0,39,flat,11441
HTP,1,39,flat,11441
HTP',1,39,flat,11441
IHT,0,39,linear,11627
HTP,1,39,linear,11627
HTP',1,39,linear,11627
IHT,0,40,flat,11797
HTP,0,40,flat,11797
HTP',1,40,flat,11797
IHT,0,42,flat,12349
HTP,0,42,flat,12349
HTP',0,42,flat,12349
IHT,0,41,gaussian,12162
HTP,1,41,gaussian,12162
HTP',1,41,gaussian,12162
IHT,0,38,gaussian,11257
HTP,1,38,gaussian,11257
HTP',1,38,gaussian,11257
IHT,0,43,gaussian,12720
HTP,1,43,gaussian,12720
HTP',1,43,gaussian,12720
IHT,0,45,linear,13430
HTP,1,45,linear,13430
HTP',1,45,linear,13430
IHT,0,45,flat,13266
HTP,0,45,flat,13266
HTP',0,45,flat,13266
IHT,0,44,gaussian,13082
HTP,1,44,gaussian,13082
HTP',1,44,gaussian,13082
IHT,0,42,linear,12532
HTP,1,42,linear,12532
HTP',1,42,linear,12532
IHT,0,43,linear,12894
HTP,1,43,linear,12894
HTP',1,43,linear,12894
IHT,0,40,flat,11798
HTP,1,40,flat,11798
HTP',1,40,flat,11798
IHT,0,42,flat,12350
HTP,0,42,flat,12350
HTP',0,42,flat,12350
IHT,0,39,linear,11628
HTP,1,39,linear,11628
HTP',1,39,linear,11628
IHT,0,46,gaussian,13619
HTP,1,46,gaussian,13619
HTP',1,46,gaussian,13619
IHT,0,39,flat,11442
HTP,1,39,flat,11442
HTP',1,39,flat,11442
IHT,0,45,flat,13267
HTP,0,45,flat,13267
HTP',0,45,flat,13267
IHT,0,38,gaussian,11258
HTP,1,38,gaussian,11258
HTP',1,38,gaussian,11258
IHT,0,41,gaussian,12163
HTP,1,41,gaussian,12163
HTP',1,41,gaussian,12163
IHT,0,42,linear,12533
HTP,1,42,linear,12533
HTP',1,42,linear,12533
IHT,0,43,gaussian,12721
HTP,1,43,gaussian,12721
HTP',1,43,gaussian,12721
IHT,0,45,linear,13431
HTP,1,45,linear,13431
HTP',1,45,linear,13431
IHT,0,44,gaussian,13083
HTP,1,44,gaussian,13083
HTP',1,44,gaussian,13083
IHT,0,43,linear,12895
HTP,1,43,linear,12895
HTP',1,43,linear,12895
IHT,0,46,gaussian,13620
HTP,1,46,gaussian,13620
HTP',0,46,gaussian,13620
IHT,0,42,flat,12351
HTP,1,42,flat,12351
HTP',0,42,flat,12351
IHT,0,39,linear,11629
HTP,1,39,linear,11629
HTP',1,39,linear,11629
IHT,0,39,flat,11443
HTP,1,39,flat,11443
HTP',0,39,flat,11443
IHT,0,45,flat,13268
HTP,0,45,flat,13268
HTP',0,45,flat,13268
IHT,0,40,flat,11799
HTP,1,40,flat,11799
HTP',1,40,flat,11799
IHT,0,38,gaussian,11259
HTP,1,38,gaussian,11259
HTP',1,38,gaussian,11259
IHT,0,43,gaussian,12722
HTP,1,43,gaussian,12722
HTP',0,43,gaussian,12722
IHT,0,46,gaussian,13621
